,qnum,name,coordinates,birth location,birth country,img
693,Q230529,Fabio Grosso,"(41.893055555, 12.482777777)",Rome,Italy,http://commons.wikimedia.org/wiki/Special:FilePath/Fabio%20Grosso%202008.jpg
694,Q2316179,Fábio Santos,"(-23.550394444, -46.633947222)",São Paulo,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A1bio%20Santos%20vs%20Chelsea%202012%20FIFA%20Club%20World%20Cup%20%28cropped%29.jpg
695,Q4241680,Raphaël Guerreiro,"(48.938611111, 2.461111111)",Le Blanc-Mesnil,France,http://commons.wikimedia.org/wiki/Special:FilePath/Rapha%C3%ABl%20Guerreiro.jpg
696,Q15521306,Bernardo Silva,"(38.7452, -9.1604)",Lisbon,Portugal,http://commons.wikimedia.org/wiki/Special:FilePath/Por-Mar%20%289%29%20%28cropped%29.jpg
697,Q13634114,José María Giménez,"(-34.52278, -56.27778)",Canelones,Uruguay,http://commons.wikimedia.org/wiki/Special:FilePath/20171114%20AUT%20URU%204522.jpg
698,Q16302330,Lucas Torreira,"(-33.133333333, -58.3)",Fray Bentos,Uruguay,http://commons.wikimedia.org/wiki/Special:FilePath/Lucas%20Torreira.jpg
699,Q117436,Yoann Gourcuff,"(47.735833333, -3.431111111)",Ploemeur,France,http://commons.wikimedia.org/wiki/Special:FilePath/Stade%20rennais%20vs%20USM%20Alger%2C%20July%2016th%202016%20-%20Yoann%20Gourcuff%201.jpg
700,Q192648,Raymond Domenech,"(45.758888888, 4.841388888)",Lyon,France,http://commons.wikimedia.org/wiki/Special:FilePath/Raymond%20Domenech.jpg
701,Q286511,Christian Karembeu,"(-20.9, 167.266666666)",Lifou,France,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Karembeu.jpg
702,Q219248,Marc Overmars,"(52.315, 5.9725)",Emst,Netherlands,http://commons.wikimedia.org/wiki/Special:FilePath/Marc%20Overmars.jpg
704,Q19364,Andrés Guardado,"(20.676666666, -103.3475)",Guadalajara,Mexico,http://commons.wikimedia.org/wiki/Special:FilePath/Andr%C3%A9s%20Guardado.jpg
706,Q524390,Basile Boli,"(5.336388888, -4.026666666)",Abidjan,Ivory Coast,http://commons.wikimedia.org/wiki/Special:FilePath/Basile%20Boli.jpg
707,Q215952,Emerson Ferreira da Rosa,"(-31.771944444, -52.342777777)",Pelotas,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Emerson%202005.jpg
708,Q220593,Lucas Leiva,"(-22.220833333, -54.805833333)",Dourados,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Lucas%20Leiva%20US%20Tour%202012%20%28cropped%29.jpg
709,Q312454,Paulo Roberto Falcão,"(-26.565, -52.327777777)",Abelardo Luz,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Paulo%20Roberto%20Falc%C3%A3o%2C%20Roma%201983-84.jpg
710,Q455557,Humberlito Borges,"(-12.970833333, -38.510833333)",Salvador,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Humberlito%20Borges%20Teixeira%2001.jpg
711,Q467194,Washington Stecanela Cerqueira,"(-15.793888888, -47.882777777)",Brasília,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Washington%20Libertadores.jpg
712,Q2015814,Gilmar Rinaldi,"(-27.633888888, -52.273888888)",Erechim,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Gilmar%20Rinaldi%20CBF.jpg
713,Q39230,Marcos Aoás Corrêa,"(-23.550394444, -46.633947222)",São Paulo,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Brasil%20conquista%20primeiro%20ouro%20ol%C3%ADmpico%20nos%20penaltis%201039278-20082016-%20mg%204916%20%28cropped%29.jpg
714,Q62657,Neto,"(-19.592777777, -46.940833333)",Araxá,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Norberto%20Murara%20Neto%202019.jpg
715,Q180862,Márcio Rodrigues,"(-23.550394444, -46.633947222)",São Paulo,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/MagraoNH2015.jpg
716,Q192963,Luís Fabiano,"(-22.900913888, -47.057294444)",Campinas,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/JSP%200799.JPG
717,Q2444565,Mário Fernandes,"(-23.622777777, -46.550833333)",São Caetano do Sul,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/ESP-RUS%20%2810%29.jpg
718,Q28973866,Vinicius Júnior,"(-22.826944444, -43.053888888)",São Gonçalo,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Vinicius%20Jr%202018%20%28cropped%29.jpg
719,Q39667548,Arthur Melo,"(-16.680555555, -49.256388888)",Goiânia,Brazil,http://commons.wikimedia.org/wiki/Special:FilePath/Arthur%20Melo%202019%2003%2017%201%20%28cropped%29.jpg
720,Q459392,Yuriy Nikiforov,"(46.47747, 30.73262)",Odessa,Ukraine,http://commons.wikimedia.org/wiki/Special:FilePath/Y-Nikiforov.jpg
721,Q63659,Gabriel Heinze,"(-32.033333333, -60.316666666)","Crespo, Entre Ríos",Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Ivan%20Heinze.jpg
722,Q113351,Tomislav Marić,"(49.140428, 9.217953)",Heilbronn,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/Tomislav%20maric.jpg
723,Q118207,Kevin Trapp,"(49.447119444, 6.63125)",Merzig,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/20180602%20FIFA%20Friendly%20Match%20Austria%20vs.%20Germany%20Kevin%20Trapp%20850%200760.jpg
724,Q57152,Thomas Hitzlsperger,"(48.137194444, 11.5755)",Munich,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/Der%20Hammer.jpg
725,Q57183,Matthias Sammer,"(51.049258333, 13.738361111)",Dresden,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20183-1990-0404-025%2C%20SG%20Dynamo%20Dresden%2C%20Matthias%20Sammer.jpg
726,Q219976,Oleksandr Shovkovskiy,"(50.45, 30.523611111)",Kyiv,Ukraine,http://commons.wikimedia.org/wiki/Special:FilePath/Oleksandr%20Shovkovskiy%20March%202015.jpg
727,Q155604,Vedad Ibišević,"(44.183333333, 18.933333333)",Vlasenica,Bosnia and Herzegovina,http://commons.wikimedia.org/wiki/Special:FilePath/Hertha%20BSC%20vs.%20West%20Ham%20United%2020190731%20%28077%29.jpg
728,Q705456,Matthew Spiranovic,"(-38.15, 144.35)",Geelong,Australia,http://commons.wikimedia.org/wiki/Special:FilePath/Matthew%20%C5%A0piranovi%C4%87%20%284%29.jpg
729,Q130215,Pablo Aimar,"(-33.1229869, -64.3477571)",Río Cuarto,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Pablo%20Aimar%20playing%20against.jpg
731,Q276434,Javier Pastore,"(-31.416666666, -64.183333333)",Córdoba,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Javier%20Pastore%20%28cropped%29.jpg
732,Q298305,Jorge Valdano,"(-32.683333333, -61.533333333)","Las Parejas, Santa Fe",Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Jorge%20Valdano%20.jpg
733,Q463933,Vahid Halilhodžić,"(43.658333333, 17.758333333)",Jablanica,Bosnia and Herzegovina,http://commons.wikimedia.org/wiki/Special:FilePath/Alg%C3%A9rie%20-%20Arm%C3%A9nie%20-%2020140531%20-%20Vahid%20Halilodzic%202.jpg
734,Q44389,Bernd Schuster,"(48.371666666, 10.898333333)",Augsburg,Germany,http://commons.wikimedia.org/wiki/Special:FilePath/Bernd%20Schuster%202013%20%28cropped%29.jpg
736,Q20630956,Ritsu Doan,"(34.733333333, 135.4)",Amagasaki,Japan,http://commons.wikimedia.org/wiki/Special:FilePath/Ritsu%20Doan%2C%202019%20AFC%20Asian%20Cup%201.jpg
737,Q1083432,Kieran Trippier,"(53.59315, -2.298552777)",Bury,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/Kieran%20Trippier%202018-07-14%201.jpg
738,Q192986,John Carew,"(59.898888888, 10.964166666)",Lørenskog,Norway,http://commons.wikimedia.org/wiki/Special:FilePath/Carew.jpg
739,Q10598,David James,"(51.8062, -0.1932)",Welwyn Garden City,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/DaJa.JPG
740,Q206677,Wayne Bridge,"(50.906944, -1.404722)",Southampton,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/WayneBridge.jpg
741,Q213989,Scott Parker,"(51.4903, -0.1193)",Lambeth,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/Scott%20Parker%202012-06-11.jpg
742,Q30148558,Jadon Sancho,"(51.4736, -0.0912)",Camberwell,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/Jadon%20Sancho%202020.jpg
743,Q15915040,Andrew Robertson,"(55.86, -4.25)",Glasgow,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/Liver-RM%20%2810%29.jpg
744,Q215812,Shay Given,"(54.835599, -7.477913)",Lifford,Ireland,http://commons.wikimedia.org/wiki/Special:FilePath/Shay%20Given.jpg
745,Q214513,Mark Hughes,"(53.0463, -2.9932)",Wrexham,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/1%20mark%20hughes%202015.jpg
746,Q219354,Ian Rush,"(53.2577, -3.4416)",St Asaph,United Kingdom,http://commons.wikimedia.org/wiki/Special:FilePath/Ian%20Rush%20in%20Singapore.jpg
747,Q356126,Gerard Deulofeu,"(41.823888888, 2.7175)",Riudarenes,Spain,http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20Deulofeu%20%28cropped%29.jpg
748,Q358414,Carles Rexach,"(41.3825, 2.176944444)",Barcelona,Spain,http://commons.wikimedia.org/wiki/Special:FilePath/Charly.jpg
